,Created_at,Text,Clean Text,Screen_Name,Lang,Favourite_count,Retweet_count,Fecha creacion,Followers,Verificado,Cantidad Fav,País,Coordenadas,ID
58,2022-03-31 22:03:02+00:00,RT @cep_cepolicia: 📻 Los compañeros de @cep_cataluna han estado en @COPE_Catalunya valorando la retirada del refuerzo en el despliegue de #…,   los compa eros de   cataluna han estado en   catalunya valorando la retirada del refuerzo en el despliegue de   ,cepavila,es,0,11,2015-04-20 11:04:01+00:00,273,False,4044,"Avd/ Juan Carlos I,nº46,Ávila",,1509652517545816069
70,2022-03-31 21:59:29+00:00,"Vaya huelga más rara está del transporte, ¿eh?

A la patronal no le basta con enriquecerse a costa de su trabajo sino que encima los usa como carne de cañón para mantener sus privilegios. https://t.co/pBASVhnwon",vaya huelga m s rara est  del transporte   eh   a la patronal no le basta con enriquecerse a costa de su trabajo sino que encima los usa como carne de ca  n para mantener sus privilegios   ,ipastrian89,es,4,1,2019-11-18 17:43:13+00:00,203,False,5461,"León, España",,1509651623731253248
77,2022-03-31 21:56:40+00:00,@jvilasuarez No puede a ver consumo en ningún país con una huelga de transporte!!! Recuerdas los Chalecos Amarillos en Francia. Sabe que costo al Estado a todos los tributarios?????,  no puede a ver consumo en ning n pa s con una huelga de transporte    recuerdas los chalecos amarillos en francia  sabe que costo al estado a todos los tributarios     ,IsaVidor,es,0,0,2020-01-25 10:42:11+00:00,15,False,1124,,,1509650912821796875
87,2022-03-31 21:54:01+00:00,"@justicierope En pocas palabras, esta de cólera por qué hacen huelga otros personajes del sector transporte, el puede pero el resto no, encima cree que son pagados, triste y penosa la vida de PC.",  en pocas palabras  esta de c lera por qu  hacen huelga otros personajes del sector transporte  el puede pero el resto no  encima cree que son pagados  triste y penosa la vida de pc ,vcalle,es,0,0,2009-05-28 17:30:05+00:00,301,False,68666,Arequipa Peru,,1509650246497980416
88,2022-03-31 21:53:15+00:00,"1/3.Los Camioneros de la Plataforma en Defensa del Transporte siguen en Huelga, pero los Estamos dejando solos. Últimamente, esta aborregada Sociedad hace Zaping muy pronto.

Tengamos al menos la dignidad y los webbs de estos camioneros que nos están dando una gran lección👇 https://t.co/aKhHz6WtIu",1 3 los camioneros de la plataforma en defensa del transporte siguen en huelga  pero los estamos dejando solos   ltimamente  esta aborregada sociedad hace zaping muy pronto   tengamos al menos la dignidad y los webbs de estos camioneros que nos est n dando una gran lecci n   ,egtegain,es,154,107,2021-09-23 17:17:16+00:00,5914,False,24031,,,1509650054973476865
98,2022-03-31 21:45:54+00:00,"RT @Agencia_FARO: #HuelgaTransporte. Comunicado de la Plataforma Nacional Defensa Sector Transporte de Mercancías por Carretera, principal…",  huelgatransporte  comunicado de la plataforma nacional defensa sector transporte de mercanc as por carretera  principal ,Las_Libertades,es,0,2,2012-04-12 14:54:00+00:00,1117,False,1236,"Oviedo, Principado de Asturias",,1509648202881978370
104,2022-03-31 21:42:37+00:00,"@PGuillermoSerra Yo le leo desde Vitoria (norte de España) Gracias a Dios no puedo quejarme, pero la verdad es que están siendo tiempos duros entre inundaciones en el sur del país y por una tremenda subida de precios (carburantes, luz, gas...) que ha llevado a una huelga de transporte.",  yo le leo desde vitoria  norte de espa a  gracias a dios no puedo quejarme  pero la verdad es que est n siendo tiempos duros entre inundaciones en el sur del pa s y por una tremenda subida de precios  carburantes  luz  gas     que ha llevado a una huelga de transporte ,Pilar70473940,es,0,0,2021-01-03 18:26:52+00:00,220,False,5981,España.,,1509647377438855168
106,2022-03-31 21:41:44+00:00,"#HuelgaTransporte. Comunicado de la Plataforma Nacional Defensa Sector Transporte de Mercancías por Carretera, principal convocante de la huelga de transportistas que va por su tercera semana en España https://t.co/Ks5EnqvHNh", huelgatransporte  comunicado de la plataforma nacional defensa sector transporte de mercanc as por carretera  principal convocante de la huelga de transportistas que va por su tercera semana en espa a  ,Agencia_FARO,es,6,2,2011-11-13 18:00:23+00:00,2713,False,4583,"Madrid, España",,1509647154700242944
111,2022-03-31 21:38:50+00:00,"Y porqué lloran las gasolineras? Si no se fian del gobierno y tienen que adelantar esos 0,20€ de descuento pues menos llorar, huelga de gasolineras y solucionado, revientan el país más que el transporte y sin movilizarse, solo cerrar.",y porqu  lloran las gasolineras  si no se fian del gobierno y tienen que adelantar esos 0 20  de descuento pues menos llorar  huelga de gasolineras y solucionado  revientan el pa s m s que el transporte y sin movilizarse  solo cerrar ,Ternes22,es,1,0,2022-01-28 16:33:21+00:00,403,False,1780,Ternes.,,1509646424623001610
116,2022-03-31 21:36:40+00:00,@anadeaustria_ @Dany49417297 Mi opinión es que las gasolineras ahora en vez de quejarse deberían cerrar. Huelga general. El pais temblará más que con el transporte.,     mi opini n es que las gasolineras ahora en vez de quejarse deber an cerrar  huelga general  el pais temblar  m s que con el transporte ,Ternes22,es,2,0,2022-01-28 16:33:21+00:00,403,False,1780,Ternes.,,1509645881645088770
117,2022-03-31 21:36:27+00:00,"Se acuerdan de la plataforma que convocó el paro de transporte? Pues algunos de los grupos que les apoyan están montando la petición de una Huelga General
Qué raro verdad?",se acuerdan de la plataforma que convoc  el paro de transporte  pues algunos de los grupos que les apoyan est n montando la petici n de una huelga general qu  raro verdad ,SoyMmadrigal,es,464,164,2020-01-20 11:37:08+00:00,39955,False,20,,,1509645826158698502
121,2022-03-31 21:08:14+00:00,Esta es la gente que está detrás de la huelga del transporte https://t.co/A9P5ZsgURT,esta es la gente que est  detr s de la huelga del transporte  ,terelucam,es,1,0,2017-05-05 12:32:36+00:00,440,False,101466,Clínica López Ibor,,1509638723608223747
124,2022-03-31 20:51:37+00:00,"#lanoche24h sr Mendez, quiere usted decir que el gobierno no ha tenido nada que ver en la huelga del transporte en cuanto en la participación de los sindicatos ???", lanoche24h sr mendez  quiere usted decir que el gobierno no ha tenido nada que ver en la huelga del transporte en cuanto en la participaci n de los sindicatos    ,frloga20,es,0,0,2013-01-23 12:20:16+00:00,19,False,57,,,1509634544663674888
125,2022-03-31 20:38:52+00:00,"y que harán con los peajes ?, ahora que el transporte de carga pesada se encuentra en huelga, una de las demandas es el alto costo de los peajes, que estará haciendo el prosor para resolver estos graves problemas, seguro q coge el helicóptero y se larga a chota a seguir coimeando",y que har n con los peajes    ahora que el transporte de carga pesada se encuentra en huelga  una de las demandas es el alto costo de los peajes  que estar  haciendo el prosor para resolver estos graves problemas  seguro q coge el helic ptero y se larga a chota a seguir coimeando,ElenaMa13126148,es,2,0,2019-06-05 03:17:02+00:00,355,False,45313,,,1509631333584228363
128,2022-03-31 20:23:43+00:00,A estos con la huelga de transporte no les han llegado las pastillas de colores https://t.co/oy8BNBJ81V,a estos con la huelga de transporte no les han llegado las pastillas de colores  ,9Electric,es,2,0,2010-12-03 19:59:48+00:00,259,True,3587,"Los Angeles, CA",,1509627520265633798
129,2022-03-31 20:21:49+00:00,RT @ondacerogijon: El sector de la distribución comercial en Asturias reclama soluciones al impacto del incremento de los precios de la ene…, el sector de la distribuci n comercial en asturias reclama soluciones al impacto del incremento de los precios de la ene ,MakiXixon,es,0,1,2014-05-04 18:20:37+00:00,279,False,11322,"Gijón, España",,1509627043062943746
133,2022-03-31 19:55:35+00:00,@bonorcafante Pues entonces no había huelga de transporte 🤣🤣🤣.,  pues entonces no hab a huelga de transporte     ,Cielodelsur1,es,0,0,2014-03-10 10:51:17+00:00,218,False,46080,,,1509620441136218121
135,2022-03-31 19:35:36+00:00,@FERNANDOENRILE Lamentamos muchísimo la difícil situación vivida y la pérdida. No obstante desde el ayuntamiento debemos aclarar que la compañía alegó para explicar el retraso en la instalación de la antena provisional la huelga del transporte y la no disponibilidad del material hasta ayer mismo,  lamentamos much simo la dif cil situaci n vivida y la p rdida  no obstante desde el ayuntamiento debemos aclarar que la compa  a aleg  para explicar el retraso en la instalaci n de la antena provisional la huelga del transporte y la no disponibilidad del material hasta ayer mismo,ayto_denia,es,0,0,2010-05-25 14:54:04+00:00,6301,False,1012,Dénia / Alacant / Espanya,,1509615415416455168
138,2022-03-31 19:26:43+00:00,"La estrategia del actual gobierno en materia de transporte tendra una consecuencia negativa cuando los empresarios del transporte(Fenatrano,Conatra,etc)hagan huelga, los pasajeros quedaran sin contingencia que actualmente es la Omsa. #rd",la estrategia del actual gobierno en materia de transporte tendra una consecuencia negativa cuando los empresarios del transporte fenatrano conatra etc hagan huelga  los pasajeros quedaran sin contingencia que actualmente es la omsa   rd,joel472,es,0,0,2011-03-10 08:54:12+00:00,639,False,2008,,,1509613177650167812
139,2022-03-31 19:17:12+00:00,"RT @rita_armas: Ya terminaron la ""huelga"" de transporte los del moco verde?", ya terminaron la  huelga  de transporte los del moco verde ,rita_armas,es,0,1,2011-07-20 01:58:15+00:00,2146,False,52295,"Santa Cruz de Tenerife, España",,1509610783029661726
140,2022-03-31 19:09:27+00:00,"RT @GalizAmbulancia: Huelga en Ambulancias Civera, concesionaria del transporte programado en Pontevedra-O Salnés, ante los graves incumpli…", huelga en ambulancias civera  concesionaria del transporte programado en pontevedra o saln s  ante los graves incumpli ,COTESespana,es,0,8,2020-06-29 15:24:20+00:00,303,False,76,,,1509608833244532747
141,2022-03-31 19:08:27+00:00,"Ya terminaron la ""huelga"" de transporte los del moco verde?",ya terminaron la  huelga  de transporte los del moco verde ,rita_armas,es,0,1,2011-07-20 01:58:15+00:00,2146,False,52295,"Santa Cruz de Tenerife, España",,1509608580898762758
143,2022-03-31 19:00:02+00:00,Huelga del transporte: Marcha a pie hasta la entrada del puerto de Cádiz https://t.co/OcBhuyAgDJ #Cádizhoy,huelga del transporte  marcha a pie hasta la entrada del puerto de c diz    c dizhoy,LaVozdeCadiz,es,0,0,2008-11-06 09:39:27+00:00,52193,True,2503,Cádiz,,1509606460677935111
148,2022-03-31 18:38:35+00:00,"RT @matibascorner: @anaruizguma Hola! Sí, de momento siguen aislados. La huelga del transporte ha complicado el tema porque aún no han lleg…",   hola  s   de momento siguen aislados  la huelga del transporte ha complicado el tema porque a n no han lleg ,anaruizguma,es,0,1,2011-05-08 15:30:39+00:00,1243,False,58064,"Comunidad de Madrid, España",,1509601064584204293
155,2022-03-31 18:25:35+00:00,"@PODEMOS ¿ADEMÁS DE ETARRAS / GOLPISTAS NO DEFENDÍAIS A LOS ANIMALES?
Prensa: Los ganaderos empiezan a racionar la comida a sus animales por la huelga del transporte",   adem s de etarras   golpistas no defend ais a los animales  prensa  los ganaderos empiezan a racionar la comida a sus animales por la huelga del transporte,Unomas44284474,es,0,0,2022-01-30 17:24:54+00:00,5,False,2,,,1509597792813174795
156,2022-03-31 18:24:15+00:00,@Santi_ABASCAL Así que hace dos años ya tenías previsto promover la huelga de transporte pero te cortó el rollo el covid. De esa forma cualquiera acierta.,  abascal as  que hace dos a os ya ten as previsto promover la huelga de transporte pero te cort  el rollo el covid  de esa forma cualquiera acierta ,MarianBlue64,es,0,0,2022-01-07 16:38:54+00:00,10,False,1346,,,1509597455469400073
158,2022-03-31 18:16:48+00:00,¿Quién está detrás del paro del transporte?: el origen de una protesta que apoya la ultraderecha https://t.co/oUWw9G9nGO, qui n est  detr s del paro del transporte   el origen de una protesta que apoya la ultraderecha  ,AlbaLuz4,es,0,0,2011-06-04 11:58:25+00:00,248,False,1911,,,1509595581529968641
159,2022-03-31 18:16:24+00:00,"@clauxsam no lo grabé pero era algo tipo ""el tuit de la clau que decía que no estaba informada de la huelga de transporte"" o algo así jsjjasjsksjaj",  no lo grab  pero era algo tipo  el tuit de la clau que dec a que no estaba informada de la huelga de transporte  o algo as  jsjjasjsksjaj,mapiroord,es,6,0,2021-04-24 19:03:30+00:00,2220,False,12342,,,1509595480292044819
160,2022-03-31 18:16:01+00:00,"RT @JoseJuanBlanca5: @NNGG_Es Las guerras que había ( porque las había ) económicamente no nos afectaron , la Covid no existía , tampoco ha…",   es las guerras que hab a   porque las hab a   econ micamente no nos afectaron   la covid no exist a   tampoco ha ,Ana265857460,es,0,3,2019-10-31 17:11:05+00:00,5550,False,207341,"Jaén, Andalucia",,1509595383466545152
166,2022-03-31 17:58:56+00:00,RT @borja_espa: ▪️El gobierno pacta con la patronal NO oficial de los huelguistas del transporte una subvención q salen de nuestros bolsill…,   el gobierno pacta con la patronal no oficial de los huelguistas del transporte una subvenci n q salen de nuestros bolsill ,crismen2253,es,0,37,2015-02-27 22:33:19+00:00,376,False,20512,,,1509591084934086665
184,2022-03-31 17:50:09+00:00,"A El Mundo la gráfica se le dispara hasta salirse de cuadro casi. Es una inflación desbocada, sí,  similar a otros países,  que pagan también esa guerra tan épica. Solo que aquí se añade el largo desboque de las eléctricas y la insolidaria huelga de transporte para armar un caos. https://t.co/wTkGAgg2Cv",a el mundo la gr fica se le dispara hasta salirse de cuadro casi  es una inflaci n desbocada  s    similar a otros pa ses   que pagan tambi n esa guerra tan  pica  solo que aqu  se a ade el largo desboque de las el ctricas y la insolidaria huelga de transporte para armar un caos   ,rosamariaartal,es,127,49,2009-10-08 17:40:21+00:00,178995,True,24241,"Madrid, Spain",,1509588877660491787
188,2022-03-31 17:37:36+00:00,"@NNGG_Es Las guerras que había ( porque las había ) económicamente no nos afectaron , la Covid no existía , tampoco había una huelga del transporte como la que hay hoy , etc .

/ Antes de escribir chorradas , hacer un esfuerzo y leer un poco /

.¡ O preguntarle a Manolín ! https://t.co/5c4xrk67zj",  es las guerras que hab a   porque las hab a   econ micamente no nos afectaron   la covid no exist a   tampoco hab a una huelga del transporte como la que hay hoy   etc      antes de escribir chorradas   hacer un esfuerzo y leer un poco       o preguntarle a manol n    ,JoseJuanBlanca5,es,13,3,2020-07-15 16:33:33+00:00,9078,False,56777,"Granada, España",,1509585718250770446
190,2022-03-31 17:33:40+00:00,¿La huelga del transporte se desinfla? El tráfico de camiones crece hasta un 35% via @la_informacion https://t.co/z5oYkyKfEn, la huelga del transporte se desinfla  el tr fico de camiones crece hasta un 35  via   informacion  ,LibertadSociali,es,1,0,2020-01-13 18:15:10+00:00,2126,False,2270,,,1509584725815537666
191,2022-03-31 17:30:06+00:00,"RT @egtegain: ""Cosas de Antonio"" el Crack.

Desde el 8M podía aplicar al precio de la luz, etc lo que hoy vende como su triunfo en la U.E.…",  cosas de antonio  el crack   desde el 8m pod a aplicar al precio de la luz  etc lo que hoy vende como su triunfo en la u e  ,Piletasi,es,0,17,2016-11-05 15:11:22+00:00,33,False,22146,,,1509583830071619588
193,2022-03-31 17:18:31+00:00,"RT @aperezsanz: Sabías que...
Manolo Fernández, el presidente de la plataforma de transporte, NO tiene ningún  camión.
Y el vicepresidente,…", sab as que    manolo fern ndez  el presidente de la plataforma de transporte  no tiene ning n  cami n  y el vicepresidente  ,Damidovich,es,0,2,2013-06-06 18:37:26+00:00,1050,False,13514,Madrid,,1509580915982360580
196,2022-03-31 17:01:41+00:00,"RT @Elsepulturero4: Huelga de transporte, última hora | Algunas gasolineras amenazan antes de Semana Santa con cerrar por tener que ... htt…", huelga de transporte   ltima hora   algunas gasolineras amenazan antes de semana santa con cerrar por tener que     htt ,Angy2251976,es,0,1,2022-01-07 10:17:05+00:00,693,False,12984,"Zaragoza, España",,1509576680930746376
197,2022-03-31 16:48:01+00:00,"hoy pasé frente del super mercado y salía que ""perdonamos no tener el mismo surtido habitual por la huelga de transporte"" ay papá",hoy pas  frente del super mercado y sal a que  perdonamos no tener el mismo surtido habitual por la huelga de transporte  ay pap ,euphoricsol,es,0,0,2015-07-07 19:08:53+00:00,230,False,12686,SMNLC || ESP,,1509573239567265795
198,2022-03-31 16:44:52+00:00,"@diariocorreo Huelga de transporte en Arequipa, Va  a empezar a ruguir el volcán",  huelga de transporte en arequipa  va  a empezar a ruguir el volc n,smartha3,es,1,0,2012-06-02 01:06:20+00:00,509,False,47820,,,1509572448869445634
199,2022-03-31 16:43:05+00:00,"RT @Ekonomia6: Cuando se le dio un  toque a las eléctricas apareció la huelga del transporte, cuando se ha pactado con el sector, aparece l…", cuando se le dio un  toque a las el ctricas apareci  la huelga del transporte  cuando se ha pactado con el sector  aparece l ,calabazonia,es,0,1,2011-06-18 18:51:31+00:00,791,False,22512,,,1509571997268955152
200,2022-03-31 16:36:47+00:00,"@anaruizguma Hola! Sí, de momento siguen aislados. La huelga del transporte ha complicado el tema porque aún no han llegado los resultados de las analíticas, pero espero que muy pronto puedan estar todas las familias completas en sus casas de acogida.",  hola  s   de momento siguen aislados  la huelga del transporte ha complicado el tema porque a n no han llegado los resultados de las anal ticas  pero espero que muy pronto puedan estar todas las familias completas en sus casas de acogida ,matibascorner,es,1,1,2011-11-04 17:36:30+00:00,3548,False,16019,"Galicia, España",,1509570414351106050
201,2022-03-31 16:35:43+00:00,RT @diariodeleon: Más de 170 operarios del CTR de #leonesp se hartan y pararán en Semana Santa para exigir un millón de euros en #atrasos.…, m s de 170 operarios del ctr de  leonesp se hartan y parar n en semana santa para exigir un mill n de euros en  atrasos  ,labla13,es,0,1,2011-10-12 09:07:27+00:00,158,False,13083,"Leon,España",,1509570144019918852
203,2022-03-31 16:30:02+00:00,#Economia | Empresas del metal de Córdoba presentan ERTE por la huelga en el transporte https://t.co/om2xR9X2sa, economia   empresas del metal de c rdoba presentan erte por la huelga en el transporte  ,cordoba,es,1,0,2011-10-23 17:40:25+00:00,83452,True,3060,Córdoba,,1509568712164184071
204,2022-03-31 16:28:33+00:00,"@AmarillosEspana @FeijooGalicia Yo quiero hacer huelga, aunque mi sector no es siquiera el del transporte... Una huelga general es la única manera de cambiar algo.",    yo quiero hacer huelga  aunque mi sector no es siquiera el del transporte    una huelga general es la  nica manera de cambiar algo ,Ruddenskjrik,es,5,0,2014-06-02 22:56:36+00:00,86,False,3471,,,1509568338921467912
205,2022-03-31 16:26:56+00:00,"Nos roban un cuarto del sueldo y dicen que es por la guerra y la huelga del transporte.
Nada más parecido a un Gobierno de derechas... que otro Gobierno q se dice d izquierdas... pero hace políticas de derechas.

Intervención sectores estratégicos, ya!!!",nos roban un cuarto del sueldo y dicen que es por la guerra y la huelga del transporte  nada m s parecido a un gobierno de derechas    que otro gobierno q se dice d izquierdas    pero hace pol ticas de derechas   intervenci n sectores estrat gicos  ya   ,Gregori62847738,es,0,0,2022-03-17 10:46:14+00:00,1,False,4,,,1509567934791925770
206,2022-03-31 16:16:07+00:00,"@RPPNoticias La huelga de transporte con él no es, quita el derecho al alcalde de entregar títulos de propiedad pudiendo él solucionar huelga de transporte que afecta a todos, pero cargó le quedó grande",  la huelga de transporte con  l no es  quita el derecho al alcalde de entregar t tulos de propiedad pudiendo  l solucionar huelga de transporte que afecta a todos  pero carg  le qued  grande,smartha3,es,0,0,2012-06-02 01:06:20+00:00,509,False,47820,,,1509565209656139783
208,2022-03-31 16:00:30+00:00,@marioorozgon De la huelga del transporte en Asturias tampoco se le oye nada...,  de la huelga del transporte en asturias tampoco se le oye nada   ,ViejoTartiere,es,2,0,2016-03-06 19:23:09+00:00,1655,False,33154,"Oviedo, España",,1509561283410079748
209,2022-03-31 15:51:28+00:00,"@PepeTamarit @Luis42379659 @Fumatron_U @NoaGresiva Si , ya se ve . Inflación por las nubes , la luz carísima , economía estancada , huelga de transporte , el campo y la agricultura hechos un desastre … Y eso afecta a las clases más bajas. Vais a dejar a España hecha unos zorros. No se en que país vives .",      u   si   ya se ve   inflaci n por las nubes   la luz car sima   econom a estancada   huelga de transporte   el campo y la agricultura hechos un desastre   y eso afecta a las clases m s bajas  vais a dejar a espa a hecha unos zorros  no se en que pa s vives  ,zoilod65,es,2,0,2012-10-14 16:46:18+00:00,27,False,3585,,,1509559007442259969
210,2022-03-31 15:39:14+00:00,"Llegas al aeropuerto de Madrizz, caminas 8'4km por la terminal para encontrar una cafetería, pides un café con leche de avena ... no tienen ni avena ni soja ni nada que no sea leche *por culpa de la huelga de transporte* 🫤🫤🤔🤔",llegas al aeropuerto de madrizz  caminas 8 4km por la terminal para encontrar una cafeter a  pides un caf  con leche de avena     no tienen ni avena ni soja ni nada que no sea leche  por culpa de la huelga de transporte      ,AfrikaWinslet,es,0,0,2009-07-08 16:52:00+00:00,1287,False,66137,Lanzarote 🌋,,1509555927648722951
211,2022-03-31 15:33:46+00:00,"Más de 170 operarios del CTR de #leonesp se hartan y pararán en Semana Santa para exigir un millón de euros en #atrasos.
https://t.co/ZIEJjuQ6pt",m s de 170 operarios del ctr de  leonesp se hartan y parar n en semana santa para exigir un mill n de euros en  atrasos   ,diariodeleon,es,1,1,2010-04-26 09:07:46+00:00,31238,False,186,"León, España",,1509554555763269633
212,2022-03-31 15:32:18+00:00,La lluvia y la huelga de transporte genera retrasos en obras de Benidorm de cara a la Semana Santa https://t.co/wDuIytDu3m,la lluvia y la huelga de transporte genera retrasos en obras de benidorm de cara a la semana santa  ,Inf_Benidorm,es,0,0,2014-01-08 16:59:41+00:00,2546,False,232,Benidorm (Alicante),,1509554185309671435
213,2022-03-31 15:31:05+00:00,"¿Cómo? ¿Que las empresas de transporte han ido diciéndole a sus camioneros que esos días de huelga los tienen que coger como de vacaciones o si no van a la calle? ¿Y que algunas les están descontando dinero después de obligarlos a no trabajar? 

Qué sorpresa.", c mo   que las empresas de transporte han ido dici ndole a sus camioneros que esos d as de huelga los tienen que coger como de vacaciones o si no van a la calle   y que algunas les est n descontando dinero despu s de obligarlos a no trabajar    qu  sorpresa ,Victormmartin,es,7,0,2010-06-12 23:15:24+00:00,2554,False,9751,Torre del Mar,,1509553880765505542
214,2022-03-31 15:16:07+00:00,@VenturaCoach @DennisNoyes Muchas gracias Carles!... La huelga de transporte tiene los tentáculos largos 🤣🤣🤣🤣🤣,    muchas gracias carles     la huelga de transporte tiene los tent culos largos      ,Enrique74941617,es,0,0,2021-03-15 11:35:38+00:00,3,False,421,,,1509550113986854915
216,2022-03-31 15:08:15+00:00,"RT @JavierJove_: La elevadísima participación y seguimiento de la huelga del transporte en Asturias es síntoma de un claro hartazgo social,…", la elevad sima participaci n y seguimiento de la huelga del transporte en asturias es s ntoma de un claro hartazgo social  ,maite71084998,es,0,19,2018-09-28 21:25:55+00:00,184,False,23378,,,1509548134506053636
217,2022-03-31 14:56:59+00:00,"@presidenciaperu @PedroCastilloTe SPR: Con todo respeto,ud primero debería abocarse a resolver el crítico problema d la huelga d transporte de carga pesada q está produciendo 'desabastecimiento y alza d predios d productos d primera necesidad, en los https://t.co/rqwqkQWCxD es justo q ud coma bien y el pueblo mrd",    spr  con todo respeto ud primero deber a abocarse a resolver el cr tico problema d la huelga d transporte de carga pesada q est  produciendo  desabastecimiento y alza d predios d productos d primera necesidad  en los   es justo q ud coma bien y el pueblo mrd,paul_siempre,es,2,0,2019-12-19 14:27:43+00:00,481,False,19935,"El Agustino, Peru",,1509545295905898505
220,2022-03-31 14:43:34+00:00,"La huelga dará comienzo el 11 de abril, Lunes Santo. Afectará al transporte y tratamiento de basura de toda la provincia #leonesp. Los trabajadores recuerdan que llevan una década sin actualizar sus salarios a pesar de firmar un acuerdo en 2019
https://t.co/SYtd0eXgzY",la huelga dar  comienzo el 11 de abril  lunes santo  afectar  al transporte y tratamiento de basura de toda la provincia  leonesp  los trabajadores recuerdan que llevan una d cada sin actualizar sus salarios a pesar de firmar un acuerdo en 2019  ,RadioLeonSER,es,0,0,2012-01-12 07:35:19+00:00,9675,False,680,León - España,,1509541922146246657
222,2022-03-31 14:27:44+00:00,"RT @GonBernardos: ¿Por qué tenemos más inflación que la media europea?
a) Efecto Raquel Sanchez (huelga de transporte): aproximadamente un…",  por qu  tenemos m s inflaci n que la media europea  a  efecto raquel sanchez  huelga de transporte   aproximadamente un ,MayteRedes,es,0,47,2019-08-23 18:36:54+00:00,373,False,25005,España,,1509537934650843146
