,Created_at,Text,Clean Text,Screen_Name,Lang,Favourite_count,Retweet_count,Fecha creacion,Followers,Verificado,Cantidad Fav,País,Coordenadas
2142,2022-03-13 18:14:05+00:00,"Qué coj... acabo de leer?
Nuevo orden mundial, sionismo satánico y laboratorios biológicos nazis en la mente de uno de los convocantes del paro de la patronal del transporte de mercancías por carretera. Le ha faltado nombrar el ""chis"" vacuna y a Bill Gates
https://t.co/J8XR0mbNyL https://t.co/rqXwZ1X0az",qu  coj    acabo de leer  nuevo orden mundial  sionismo sat nico y laboratorios biol gicos nazis en la mente de uno de los convocantes del paro de la patronal del transporte de mercanc as por carretera  le ha faltado nombrar el  chis  vacuna y a bill gates    ,jlopezci,es,0,0,2014-06-13 10:23:29+00:00,206,False,2755,"Logroño, España",
2187,2022-03-13 18:09:05+00:00,"RT @Trucker_Cesco: estuvieron por todos nosotros!!
Huelga general ya!
Stop abusos!

Plataforma Nacional Defensa Sector del Transporte

Rt p…", estuvieron por todos nosotros   huelga general ya  stop abusos   plataforma nacional defensa sector del transporte  rt p ,Futbol_y_Musica,es,0,4,2021-04-20 19:48:33+00:00,144,False,54,"Madrid, Comunidad de Madrid",
2191,2022-03-13 18:08:48+00:00,"RT @RuiRuibravo: Huelga de camioneros: ""La patronal del transporte lleva décadas explotando a los camioneros, no es por el gasoil"" | Marca…", huelga de camioneros   la patronal del transporte lleva d cadas explotando a los camioneros  no es por el gasoil    marca ,juanikobetis,es,0,3,2012-01-11 22:31:41+00:00,295,False,10682,"Sevilla, España.",
2193,2022-03-13 18:08:30+00:00,"@PerujoMaria El sindicato solidaridad NO a convocado ninguna huelga simplemente una manifestación .
Lo que se a convocado es un paro patronal del transporte por una plataforma de autónomos y pymes la cual no paran de atacar desde los sindicatos @CCOO y @UGT_Comunica",  el sindicato solidaridad no a convocado ninguna huelga simplemente una manifestaci n   lo que se a convocado es un paro patronal del transporte por una plataforma de aut nomos y pymes la cual no paran de atacar desde los sindicatos   y   comunica,japmzahori,es,1,0,2013-10-28 21:24:07+00:00,61,False,1468,ESPAÑA ,
2201,2022-03-13 18:07:57+00:00,"La derecha usa a la patronal del transporte para provocar malestar cuando gobierna la izquierda ya desde los tiempos de Allende en Chile, para preparar el golpe militar. Pero llaman a parar en vez de convocar huelga legal porque si lo hicieran tendrían que pagar a los conductores https://t.co/PEAqSmaFY7",la derecha usa a la patronal del transporte para provocar malestar cuando gobierna la izquierda ya desde los tiempos de allende en chile  para preparar el golpe militar  pero llaman a parar en vez de convocar huelga legal porque si lo hicieran tendr an que pagar a los conductores  ,RosaCandidaMD,es,0,0,2014-03-31 11:46:25+00:00,3725,False,12807,Españistán,
2237,2022-03-13 18:03:24+00:00,Al final mañana hay huelga de transporte? Sabéis si la patronal se ha pronunciado?,al final ma ana hay huelga de transporte  sab is si la patronal se ha pronunciado ,repedrone,es,0,0,2011-01-28 15:24:52+00:00,223,False,1316,Murcia,
2253,2022-03-13 17:59:53+00:00,"RT @ChusikoBass: @dlacalle Daniel Lacalle ""advierte"" que CCOO no puede decir que el paro nacional anunciado por la patronal del transporte…",   daniel lacalle  advierte  que ccoo no puede decir que el paro nacional anunciado por la patronal del transporte ,mercedescloilde,es,0,1,2015-12-10 21:05:34+00:00,2859,False,296150,,
2260,2022-03-13 17:58:51+00:00,"¡Camionero!

Cada día te cuesta más que salgan los números, porque el gasóleo está por las nubes y el 50% de su coste son impuestos.

Pero tú no vas a hacer huelga de transporte el 14M porque a CCOO y UGT les han regado con millones de €... de tus impuestos, y dicen que no toca. https://t.co/Q8udVbC1SS", camionero   cada d a te cuesta m s que salgan los n meros  porque el gas leo est  por las nubes y el 50  de su coste son impuestos   pero t  no vas a hacer huelga de transporte el 14m porque a ccoo y ugt les han regado con millones de      de tus impuestos  y dicen que no toca   ,ConDatosMejor,es,122,96,2018-08-29 12:56:23+00:00,4959,False,27511,Mayéutica Socrática,
2276,2022-03-13 17:57:37+00:00,"@contrastado Pues movámonos:
 🇪🇸14 de marzo - Huelga transporte
🇪🇸19 de marzo - Manifestaciones ante ayuntamientos por los precios de la energía . Solidaridad
🇪🇸 26 de marzo - Asociación Victimas del Terrorismo, en Madrid, Plaza de Colón a las 12:00 horas.
🇪🇸 20 de marzo - El mundo rural https://t.co/Dz7MVPoBl0",  pues mov monos     14 de marzo   huelga transporte   19 de marzo   manifestaciones ante ayuntamientos por los precios de la energ a   solidaridad    26 de marzo   asociaci n victimas del terrorismo  en madrid  plaza de col n a las 12 00 horas     20 de marzo   el mundo rural  ,PerezColchero,es,27,21,2017-10-15 17:03:14+00:00,6078,False,28465,,
2289,2022-03-13 17:55:28+00:00,@ArmGonGal Si. Huelga del transporte.,  si  huelga del transporte ,JoseMan84803186,es,2,2,2022-01-15 19:37:09+00:00,330,False,8000,,
2298,2022-03-13 17:53:17+00:00,RT @Kartoffelmensch: Los convocantes de la huelga de transporte del lunes. Todo bien en cuculandia. https://t.co/hOD7dERwqO, los convocantes de la huelga de transporte del lunes  todo bien en cuculandia   ,hiperixn,es,0,1,2019-09-19 14:53:19+00:00,75,False,45414,Pforzheim,
2306,2022-03-13 17:52:14+00:00,"@lechuzeta Si no hacen un huelga brutal, no les harán caso.
Yo apoyo el paro del transporte.",  si no hacen un huelga brutal  no les har n caso  yo apoyo el paro del transporte ,Lizzymd66,es,3,0,2017-08-18 18:22:31+00:00,1266,False,36225,España-Madrid ,
2311,2022-03-13 17:51:42+00:00,RT @morpheo2013: @javiernegre10 @joanguirado Haber si anuncias la huelga de transporte convocada por los camioneros pequeños autonomos y py…,     haber si anuncias la huelga de transporte convocada por los camioneros peque os autonomos y py ,ArmGonGal,es,0,1,2015-02-07 12:02:52+00:00,5940,False,168989,Galicia,
2312,2022-03-13 17:51:29+00:00,Los convocantes de la huelga de transporte del lunes. Todo bien en cuculandia. https://t.co/hOD7dERwqO,los convocantes de la huelga de transporte del lunes  todo bien en cuculandia   ,Kartoffelmensch,es,13,1,2011-11-08 16:54:07+00:00,2828,False,38524,Madrid,
2318,2022-03-13 17:49:28+00:00,"@javiernegre10 @joanguirado Haber si anuncias la huelga de transporte convocada por los camioneros pequeños autonomos y pymes del sector, que la patronal la esta intentando boicotear y la TV ya ni decir tiene...todos a la huelga

#HuelgaGeneral",    haber si anuncias la huelga de transporte convocada por los camioneros peque os autonomos y pymes del sector  que la patronal la esta intentando boicotear y la tv ya ni decir tiene   todos a la huelga   huelgageneral,morpheo2013,es,3,1,2021-06-23 15:18:53+00:00,26,False,2946,España,
