,Created_at,Text,Clean Text,Lang,Favourite_count,Retweet_count,Fecha creacion,Followers,Verificado,Cantidad Fav,País,Coordenadas
34,2022-03-13 23:59:21+00:00,"RT @AgriculturaEc: La gasolina súper varía su valor debido a varios factores, principalmente porque el precio es liberado y depende del mer…", la gasolina s per var a su valor debido a varios factores  principalmente porque el precio es liberado y depende del mer ,es,0,4,2013-05-29 15:32:37+00:00,16,False,103,"Babahoyo, Ecuador",
36,2022-03-13 23:59:19+00:00,RT @LaHuellaSV: Con 81 votos a favor la @AsambleaSV aprobó la iniciativa del Presidente @nayibbukele para suspender por tres meses el cobro…, con 81 votos a favor la   aprob  la iniciativa del presidente   para suspender por tres meses el cobro ,es,0,40,2022-01-07 02:30:03+00:00,275,False,18046,,
37,2022-03-13 23:59:17+00:00,"RT @JoseTakata7: @DonVocero Hermanos chilenos , venimos de su futuro , los van a someter y empobrecer , sin gasolina , sin medicamentos, si…",   hermanos chilenos   venimos de su futuro   los van a someter y empobrecer   sin gasolina   sin medicamentos  si ,es,0,15,2019-02-05 23:22:54+00:00,2276,False,221269,,
38,2022-03-13 23:59:17+00:00,"RT @Jorgebuxade: Cuando en 2008-2009 el petróleo llegó a 140 dólares el barril, no pagamos a 2 euros el litro de gasolina. 

¿Por qué? 
Cui…", cuando en 2008 2009 el petr leo lleg  a 140 d lares el barril  no pagamos a 2 euros el litro de gasolina     por qu    cui ,es,0,1126,2015-10-21 21:12:22+00:00,1709,False,54162,"Palma, España",
39,2022-03-13 23:59:16+00:00,"@ChumelTorres Ya no tardan en sacar otro ""promocional"" ... Quieres que te sigan llegando remesas de EEUU? Según estos... Son sus logros? Así como no tener que cargar gasolina en otros países",  ya no tardan en sacar otro  promocional      quieres que te sigan llegando remesas de eeuu  seg n estos    son sus logros  as  como no tener que cargar gasolina en otros pa ses,es,4,1,2011-10-19 17:06:28+00:00,266,False,2864,"Córdoba, Veracruz de Ignacio d",
41,2022-03-13 23:59:15+00:00,"RT @100_espana: Para ahorrar gasolina os doy algunos consejos.
1. Verifica presión neumáticos
2. Reduce la velocidad
3. Evita parar y acele…", para ahorrar gasolina os doy algunos consejos  1  verifica presi n neum ticos 2  reduce la velocidad 3  evita parar y acele ,es,0,3054,2016-06-01 12:00:24+00:00,12424,False,99696,In the moon ,
42,2022-03-13 23:59:15+00:00,RT @VikiReal1: @ElAmaDeCasa1 @lopezobrador_ @PartidoMorenaMx A poco es para presumir el precio de la gasolina? Yo cada día pago mas por cad…,        a poco es para presumir el precio de la gasolina  yo cada d a pago mas por cad ,es,0,10,2019-04-20 17:23:55+00:00,2462,False,97647,,
43,2022-03-13 23:59:15+00:00,"RT @VanessaOrtizz: ¡No es Venezuela, es EEUU!

Interminables colas para echar gasolina. El efecto  boomerang https://t.co/z4SQ7A70Pf",  no es venezuela  es eeuu   interminables colas para echar gasolina  el efecto  boomerang  ,es,0,786,2017-01-14 18:47:20+00:00,186,False,19,"Caracas, Venezuela",
44,2022-03-13 23:59:13+00:00,"RT @Girauters: Hoy en #Valencia se han manifestado CCOO y UGT en contra del pacto PP y VOX en Castilla y León.

De los 700 €/MWh en la fact…", hoy en  valencia se han manifestado ccoo y ugt en contra del pacto pp y vox en castilla y le n   de los 700   mwh en la fact ,es,0,839,2016-02-17 07:50:18+00:00,6658,False,40290,"Valdemoro, España",
45,2022-03-13 23:59:13+00:00,"RT @YuryHdz08: 💬Por otra parte en algunas naciones, nos ""humillaban"" por el hecho de ser venezolanos, se reían por la escases de gasolina,…",  por otra parte en algunas naciones  nos  humillaban  por el hecho de ser venezolanos  se re an por la escases de gasolina  ,es,0,88,2022-02-09 23:08:35+00:00,1672,False,7867,Pasando el túnel! ,
